1  -1.4406670000E+01  -1.0899450000E+01  -5.5886900000E+00  -5.5886900000E+00  -2.6728400000E+00  -2.8733000000E-01  -2.8733000000E-01   8.0968800000E+00   8.0968800000E+00   1.0712980000E+01   1.3014810000E+01   1.3014810000E+01   2.3724410000E+01   3.1455930000E+01   6.2214200000E+01   6.2214200000E+01   1.0801558000E+02   1.0801558000E+02
2  -1.4407680000E+01  -1.0898020000E+01  -5.5885100000E+00  -5.5885100000E+00  -2.6725800000E+00  -2.8718000000E-01  -2.8718000000E-01   8.0905600000E+00   8.0905600000E+00   1.0713570000E+01   1.3024480000E+01   1.3024480000E+01   2.3700110000E+01   3.1486020000E+01   6.2205680000E+01   6.2205680000E+01   1.0802210000E+02   1.0802210000E+02
3  -1.4410710000E+01  -1.0893760000E+01  -5.5879500000E+00  -5.5879500000E+00  -2.6718300000E+00  -2.8672000000E-01  -2.8672000000E-01   8.0717500000E+00   8.0717500000E+00   1.0715330000E+01   1.3053340000E+01   1.3053340000E+01   2.3628370000E+01   3.1575190000E+01   6.2180180000E+01   6.2180180000E+01   1.0804163000E+02   1.0804163000E+02
4  -1.4415740000E+01  -1.0886660000E+01  -5.5870200000E+00  -5.5870200000E+00  -2.6705600000E+00  -2.8597000000E-01  -2.8597000000E-01   8.0409100000E+00   8.0409100000E+00   1.0718250000E+01   1.3100940000E+01   1.3100940000E+01   2.3512320000E+01   3.1720290000E+01   6.2137830000E+01   6.2137830000E+01   1.0807407000E+02   1.0807407000E+02
5  -1.4422740000E+01  -1.0876770000E+01  -5.5857200000E+00  -5.5857200000E+00  -2.6687900000E+00  -2.8492000000E-01  -2.8492000000E-01   7.9987100000E+00   7.9987100000E+00   1.0722310000E+01   1.3166550000E+01   1.3166550000E+01   2.3356590000E+01   3.1916700000E+01   6.2078840000E+01   6.2078840000E+01   1.0811923000E+02   1.0811923000E+02
6  -1.4431680000E+01  -1.0864110000E+01  -5.5840500000E+00  -5.5840500000E+00  -2.6665200000E+00  -2.8358000000E-01  -2.8358000000E-01   7.9460600000E+00   7.9460600000E+00   1.0727480000E+01   1.3249250000E+01   1.3249250000E+01   2.3166600000E+01   3.2159040000E+01   6.2003530000E+01   6.2003530000E+01   1.0817688000E+02   1.0817688000E+02
7  -1.4442500000E+01  -1.0848730000E+01  -5.5820000000E+00  -5.5820000000E+00  -2.6637500000E+00  -2.8195000000E-01  -2.8195000000E-01   7.8839700000E+00   7.8839700000E+00   1.0733710000E+01   1.3348000000E+01   1.3348000000E+01   2.2947890000E+01   3.2441790000E+01   6.1912290000E+01   6.1912290000E+01   1.0824670000E+02   1.0824670000E+02
8  -1.4455160000E+01  -1.0830690000E+01  -5.5795900000E+00  -5.5795900000E+00  -2.6604700000E+00  -2.8003000000E-01  -2.8003000000E-01   7.8135000000E+00   7.8135000000E+00   1.0740950000E+01   1.3461660000E+01   1.3461660000E+01   2.2705710000E+01   3.2759740000E+01   6.1805580000E+01   6.1805580000E+01   1.0832833000E+02   1.0832833000E+02
9  -1.4469590000E+01  -1.0810050000E+01  -5.5768100000E+00  -5.5768100000E+00  -2.6566800000E+00  -2.7784000000E-01  -2.7784000000E-01   7.7357700000E+00   7.7357700000E+00   1.0749140000E+01   1.3589080000E+01   1.3589080000E+01   2.2444800000E+01   3.3108200000E+01   6.1683930000E+01   6.1683930000E+01   1.0842136000E+02   1.0842136000E+02
10  -1.4485710000E+01  -1.0786880000E+01  -5.5736500000E+00  -5.5736500000E+00  -2.6524000000E+00  -2.7539000000E-01  -2.7539000000E-01   7.6518100000E+00   7.6518100000E+00   1.0758210000E+01   1.3729140000E+01   1.3729140000E+01   2.2169250000E+01   3.3483130000E+01   6.1547980000E+01   6.1547980000E+01   1.0852529000E+02   1.0852529000E+02
11  -1.4503450000E+01  -1.0761240000E+01  -5.5701300000E+00  -5.5701300000E+00  -2.6476100000E+00  -2.7267000000E-01  -2.7267000000E-01   7.5626300000E+00   7.5626300000E+00   1.0768050000E+01   1.3880770000E+01   1.3880770000E+01   2.1882550000E+01   3.3881110000E+01   6.1398380000E+01   6.1398380000E+01   1.0863962000E+02   1.0863962000E+02
12  -1.4522740000E+01  -1.0733220000E+01  -5.5662300000E+00  -5.5662300000E+00  -2.6423300000E+00  -2.6972000000E-01  -2.6972000000E-01   7.4691300000E+00   7.4691300000E+00   1.0778580000E+01   1.4042950000E+01   1.4042950000E+01   2.1587630000E+01   3.4299310000E+01   6.1235870000E+01   6.1235870000E+01   1.0876379000E+02   1.0876379000E+02
13  -1.4543490000E+01  -1.0702900000E+01  -5.5619700000E+00  -5.5619700000E+00  -2.6365500000E+00  -2.6653000000E-01  -2.6653000000E-01   7.3721600000E+00   7.3721600000E+00   1.0789650000E+01   1.4214750000E+01   1.4214750000E+01   2.1286910000E+01   3.4735370000E+01   6.1061240000E+01   6.1061240000E+01   1.0889720000E+02   1.0889720000E+02
14  -1.4565610000E+01  -1.0670360000E+01  -5.5573400000E+00  -5.5573400000E+00  -2.6302700000E+00  -2.6312000000E-01  -2.6312000000E-01   7.2724600000E+00   7.2724600000E+00   1.0801150000E+01   1.4395320000E+01   1.4395320000E+01   2.0982460000E+01   3.5187380000E+01   6.0875330000E+01   6.0875330000E+01   1.0903923000E+02   1.0903923000E+02
15  -1.4589020000E+01  -1.0635680000E+01  -5.5523500000E+00  -5.5523500000E+00  -2.6234900000E+00  -2.5950000000E-01  -2.5950000000E-01   7.1706700000E+00   7.1706700000E+00   1.0812910000E+01   1.4583870000E+01   1.4583870000E+01   2.0675980000E+01   3.5653730000E+01   6.0679000000E+01   6.0679000000E+01   1.0918924000E+02   1.0918924000E+02
16  -1.4613630000E+01  -1.0598940000E+01  -5.5469800000E+00  -5.5469800000E+00  -2.6162300000E+00  -2.5570000000E-01  -2.5570000000E-01   7.0673900000E+00   7.0673900000E+00   1.0824730000E+01   1.4779690000E+01   1.4779690000E+01   2.0368940000E+01   3.6133140000E+01   6.0473190000E+01   6.0473190000E+01   1.0934656000E+02   1.0934656000E+02
17  -1.4639350000E+01  -1.0560230000E+01  -5.5412500000E+00  -5.5412500000E+00  -2.6084700000E+00  -2.5172000000E-01  -2.5172000000E-01   6.9631100000E+00   6.9631100000E+00   1.0836420000E+01   1.4982110000E+01   1.4982110000E+01   2.0062600000E+01   3.6624510000E+01   6.0258820000E+01   6.0258820000E+01   1.0951053000E+02   1.0951053000E+02
18  -1.4666100000E+01  -1.0519630000E+01  -5.5351600000E+00  -5.5351600000E+00  -2.6002200000E+00  -2.4759000000E-01  -2.4759000000E-01   6.8582800000E+00   6.8582800000E+00   1.0847730000E+01   1.5190520000E+01   1.5190520000E+01   1.9758060000E+01   3.7126960000E+01   6.0036870000E+01   6.0036870000E+01   1.0968046000E+02   1.0968046000E+02
19  -1.4693790000E+01  -1.0477220000E+01  -5.5287000000E+00  -5.5287000000E+00  -2.5914800000E+00  -2.4333000000E-01  -2.4333000000E-01   6.7532900000E+00   6.7532900000E+00   1.0858390000E+01   1.5404350000E+01   1.5404350000E+01   1.9456310000E+01   3.7639740000E+01   5.9808340000E+01   5.9808340000E+01   1.0985567000E+02   1.0985567000E+02
20  -1.4722350000E+01  -1.0433070000E+01  -5.5218800000E+00  -5.5218800000E+00  -2.5822600000E+00  -2.3896000000E-01  -2.3896000000E-01   6.6484600000E+00   6.6484600000E+00   1.0868090000E+01   1.5623070000E+01   1.5623070000E+01   1.9158250000E+01   3.8162250000E+01   5.9574250000E+01   5.9574250000E+01   1.1003547000E+02   1.1003547000E+02
21  -1.4751680000E+01  -1.0387270000E+01  -5.5147000000E+00  -5.5147000000E+00  -2.5725600000E+00  -2.3451000000E-01  -2.3451000000E-01   6.5441000000E+00   6.5441000000E+00   1.0876480000E+01   1.5846160000E+01   1.5846160000E+01   1.8864710000E+01   3.8693960000E+01   5.9335620000E+01   5.9335620000E+01   1.1021920000E+02   1.1021920000E+02
22  -1.4781710000E+01  -1.0339880000E+01  -5.5071600000E+00  -5.5071600000E+00  -2.5623700000E+00  -2.2999000000E-01  -2.2999000000E-01   6.4404700000E+00   6.4404700000E+00   1.0883140000E+01   1.6073140000E+01   1.6073140000E+01   1.8576520000E+01   3.9234450000E+01   5.9093490000E+01   5.9093490000E+01   1.1040618000E+02   1.1040618000E+02
