  -14.565 0.0000e+00
  -14.358 0.0000e+00
  -14.152 0.0000e+00
  -13.945 0.0000e+00
  -13.739 0.0000e+00
  -13.532 0.0000e+00
  -13.326 0.0000e+00
  -13.119 0.0000e+00
  -12.913 8.4010e-20
  -12.706 8.7170e-15
  -12.500 1.0290e-10
  -12.293 1.6630e-07
  -12.087 3.9840e-05
  -11.880 1.6340e-03
  -11.674 1.4700e-02
  -11.467 4.2940e-02
  -11.261 6.7740e-02
  -11.054 8.5530e-02
  -10.848 1.0000e-01
  -10.641 1.1280e-01
  -10.435 1.2430e-01
  -10.228 1.3500e-01
  -10.022 1.4510e-01
   -9.815 1.5450e-01
   -9.609 1.6380e-01
   -9.402 1.7260e-01
   -9.196 1.8070e-01
   -8.989 1.8980e-01
   -8.783 1.9720e-01
   -8.576 2.0580e-01
   -8.370 2.1380e-01
   -8.163 2.2120e-01
   -7.957 2.3030e-01
   -7.750 2.3700e-01
   -7.544 2.4700e-01
   -7.337 2.5350e-01
   -7.131 2.6450e-01
   -6.924 2.7200e-01
   -6.718 2.8370e-01
   -6.511 2.9490e-01
   -6.305 3.0870e-01
   -6.099 3.3130e-01
   -5.892 3.5700e-01
   -5.686 3.7490e-01
   -5.479 3.5970e-01
   -5.273 3.5160e-01
   -5.066 3.2920e-01
   -4.860 3.2130e-01
   -4.653 2.9970e-01
   -4.447 2.8980e-01
   -4.240 2.7010e-01
   -4.034 2.5780e-01
   -3.827 2.4000e-01
   -3.621 2.3600e-01
   -3.414 2.5070e-01
   -3.208 2.7220e-01
   -3.001 2.7980e-01
   -2.795 2.7230e-01
   -2.588 2.6140e-01
   -2.382 2.8140e-01
   -2.175 3.2910e-01
   -1.969 4.1770e-01
   -1.762 5.3790e-01
   -1.556 5.9080e-01
   -1.349 5.1080e-01
   -1.143 4.3820e-01
   -0.936 3.8780e-01
   -0.730 3.5790e-01
   -0.523 3.3000e-01
   -0.317 3.0790e-01
   -0.110 2.8810e-01
    0.096 2.7170e-01
    0.303 2.7580e-01
    0.509 3.1830e-01
    0.716 3.7750e-01
    0.922 4.3620e-01
    1.129 4.9880e-01
    1.335 5.1470e-01
    1.542 5.1010e-01
    1.748 5.0380e-01
    1.955 5.1320e-01
    2.161 5.1990e-01
    2.368 5.3710e-01
    2.574 5.5250e-01
    2.781 5.7280e-01
    2.987 6.0110e-01
    3.194 6.3590e-01
    3.400 6.9410e-01
    3.607 7.6200e-01
    3.813 7.8080e-01
    4.020 7.7520e-01
    4.226 7.6170e-01
    4.433 7.5060e-01
    4.639 7.3820e-01
    4.846 7.2890e-01
    5.052 7.1440e-01
    5.259 7.0760e-01
    5.465 6.9270e-01
    5.671 6.8380e-01
    5.878 6.7430e-01
    6.084 6.5980e-01
    6.291 6.5480e-01
    6.497 6.3940e-01
    6.704 6.3200e-01
    6.910 6.1190e-01
    7.117 5.4780e-01
    7.323 4.5850e-01
    7.530 3.8840e-01
    7.736 3.3840e-01
    7.943 2.9870e-01
    8.149 2.6110e-01
    8.356 2.3150e-01
    8.562 2.0070e-01
    8.769 1.7490e-01
    8.975 1.4850e-01
    9.182 1.2360e-01
    9.388 9.8050e-02
    9.595 7.0750e-02
    9.801 3.7300e-02
   10.008 9.0960e-03
   10.214 6.2580e-04
   10.421 8.6260e-06
   10.627 1.9430e-08
   10.834 6.3450e-12
   11.040 2.8070e-16
   11.247 0.0000e+00
   11.453 0.0000e+00
   11.660 0.0000e+00
   11.866 0.0000e+00
   12.073 0.0000e+00
   12.279 0.0000e+00
   12.486 0.0000e+00
   12.692 0.0000e+00
   12.899 4.2090e-16
   13.105 9.1880e-12
   13.312 2.7670e-08
   13.518 1.2290e-05
   13.725 8.9580e-04
   13.931 1.3100e-02
   14.138 5.4430e-02
   14.344 1.0610e-01
   14.551 1.5680e-01
   14.757 2.1210e-01
   14.964 2.6530e-01
   15.170 3.1440e-01
   15.377 3.6810e-01
   15.583 4.2040e-01
   15.790 4.5280e-01
   15.996 4.8880e-01
   16.203 5.1690e-01
   16.409 5.3850e-01
   16.616 5.8200e-01
   16.822 6.1400e-01
   17.029 6.4470e-01
   17.235 6.8210e-01
   17.441 7.4980e-01
   17.648 7.9850e-01
   17.854 8.7480e-01
   18.061 1.0090e+00
   18.267 1.0560e+00
   18.474 1.0010e+00
   18.680 9.7730e-01
   18.887 9.3350e-01
   19.093 9.1160e-01
   19.300 8.5020e-01
   19.506 8.3140e-01
   19.713 7.9160e-01
   19.919 8.3850e-01
   20.126 7.9110e-01
   20.332 6.7310e-01
   20.539 6.8250e-01
   20.745 6.4270e-01
   20.952 5.5850e-01
   21.158 5.9260e-01
   21.365 5.6480e-01
   21.571 6.0830e-01
   21.778 7.0510e-01
   21.984 6.3180e-01
   22.191 6.5680e-01
   22.397 7.7200e-01
   22.604 6.8870e-01
   22.810 7.2340e-01
   23.017 7.7690e-01
   23.223 7.7800e-01
   23.430 8.9340e-01
   23.636 9.3850e-01
   23.843 8.5500e-01
   24.049 7.9280e-01
   24.256 8.6430e-01
   24.462 8.7360e-01
   24.669 8.2830e-01
   24.875 7.5790e-01
   25.082 6.6520e-01
   25.288 6.3950e-01
   25.495 5.6170e-01
   25.701 4.0290e-01
   25.908 2.4870e-01
   26.114 1.9310e-01
   26.321 1.5340e-01
   26.527 1.1120e-01
   26.734 6.6090e-02
   26.940 3.8760e-02
   27.147 4.7910e-02
   27.353 6.8440e-02
   27.560 9.7360e-02
   27.766 1.4410e-01
   27.973 1.9580e-01
   28.179 2.1570e-01
   28.386 2.3580e-01
   28.592 2.4590e-01
   28.799 2.6280e-01
   29.005 2.7090e-01
   29.211 2.9590e-01
   29.418 3.2660e-01
   29.624 3.6880e-01
   29.831 4.8610e-01
   30.037 6.3670e-01
   30.244 7.9450e-01
   30.450 8.8290e-01
   30.657 1.0150e+00
   30.863 1.2360e+00
   31.070 1.2280e+00
   31.276 9.6650e-01
   31.483 7.8280e-01
   31.689 6.7370e-01
   31.896 6.4010e-01
   32.102 5.9940e-01
   32.309 6.6100e-01
   32.515 7.2640e-01
   32.722 7.7560e-01
   32.928 7.8060e-01
   33.135 8.1190e-01
   33.341 8.1840e-01
   33.548 7.1540e-01
   33.754 6.5890e-01
   33.961 6.2160e-01
   34.167 5.9210e-01
   34.374 5.1210e-01
   34.580 4.3450e-01
   34.787 4.6510e-01
   34.993 5.3980e-01
   35.200 4.9980e-01
   35.406 4.5030e-01
   35.613 4.6930e-01
   35.819 5.1410e-01
   36.026 4.8970e-01
   36.232 4.5930e-01
   36.439 4.6260e-01
   36.645 4.8960e-01
   36.852 4.5400e-01
   37.058 3.9680e-01
   37.265 4.5740e-01
   37.471 4.7590e-01
   37.678 3.8770e-01
   37.884 3.9000e-01
   38.091 4.5490e-01
   38.297 3.9250e-01
   38.504 3.6220e-01
   38.710 3.8350e-01
   38.917 3.8060e-01
   39.123 3.6330e-01
   39.330 3.3490e-01
   39.536 3.4260e-01
   39.743 3.4550e-01
   39.949 3.1750e-01
   40.156 3.0020e-01
   40.362 3.1450e-01
   40.569 2.9900e-01
   40.775 2.8370e-01
   40.982 3.2350e-01
   41.188 3.2350e-01
   41.394 3.4700e-01
   41.601 4.2020e-01
   41.807 4.5460e-01
   42.014 4.5030e-01
   42.220 4.4520e-01
   42.427 4.4330e-01
   42.633 4.2750e-01
   42.840 4.0350e-01
   43.046 4.0000e-01
   43.253 3.5860e-01
   43.459 2.8270e-01
   43.666 2.1160e-01
   43.872 1.4330e-01
   44.079 9.0110e-02
   44.285 4.5500e-02
   44.492 1.9310e-02
   44.698 6.8230e-03
   44.905 9.2340e-04
   45.111 2.6370e-05
   45.318 1.2480e-07
   45.524 8.7260e-11
   45.731 8.4240e-15
   45.937 1.0080e-19
   46.144 0.0000e+00
   46.350 0.0000e+00
   46.557 0.0000e+00
   46.763 0.0000e+00
   46.970 0.0000e+00
   47.176 0.0000e+00
   47.383 0.0000e+00
